alpha,beta,gamma,discriminant,is_hyperbolic,is_positive_on_grid
4.953574617015923942e-02,-1.727593832474159097e-01,1.565413795405539710e-01,-1.171771668162232410e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.716933338017516797e-02,-8.412355290407014241e-03,1.967626754956565138e-01,-2.918338220756108367e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.912170663024243572e-02,-2.055842423963033516e-03,1.949726592400768954e-01,-3.830533258436497057e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.117676751585909456e-02,2.028080875562898178e-01,1.335721081072193950e-01,1.913084980970303564e-02,1.000000000000000000e+00,0.000000000000000000e+00
4.267242484823165899e-02,1.507158126224011352e-01,2.556488868799884351e-01,-2.092137547725080038e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.551193475902794855e-02,1.221159980250110522e-01,3.140700636974636528e-01,-4.226342802140636845e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.680031715836715178e-02,1.598977906559028717e-01,2.844380721969345105e-01,-1.630234161840795823e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.478685517998114110e-02,9.759201004800227564e-02,4.381872315602721724e-01,-3.392093337639593559e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.679447455623441832e-02,2.139024149741719505e-02,1.513472097036598907e-01,-1.576353340692933369e-02,0.000000000000000000e+00,1.000000000000000000e+00
6.227933864571677872e-03,1.070926561420457168e-01,2.738610421767826431e-01,4.646483164519733637e-03,1.000000000000000000e+00,0.000000000000000000e+00
7.044801494090546096e-03,-1.384536991341749068e-01,3.633394389219852250e-01,8.930809915218137010e-03,1.000000000000000000e+00,0.000000000000000000e+00
3.056513312879789029e-02,-1.418553556825274953e-02,3.651371268602174869e-01,-4.444063015163908503e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.910852703130693525e-02,4.607682830768011772e-03,4.265196958929373672e-01,-8.376178531950355388e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.389745271262415066e-02,5.487514715015681666e-02,2.418897548485902382e-01,-3.946209452578559179e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.616892278212700970e-02,4.703443490691605611e-02,4.001355513794813135e-01,-3.967222731872092206e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.137413212494127857e-02,-3.649763458210575351e-02,1.258774411480350075e-01,-1.446510455042296014e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.109628181955623571e-02,8.116478719060615798e-02,3.551155655703452374e-01,-6.599261738787745579e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.832310800639948167e-02,2.026709004605630748e-01,4.456331051481616790e-01,-4.506201279171170859e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.856222016672058300e-02,-6.355186056102773984e-02,1.372424411082971696e-01,-1.713065394017704302e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.169846912729924443e-02,3.913125981333420711e-03,3.311872018336441403e-01,-6.847217276246730933e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.885642145021198479e-02,1.143125917481052078e-01,2.175790804749079266e-01,-3.815633560455410772e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.926314990748828310e-02,-5.439250456887531615e-02,1.600908005627520447e-01,-2.218413185194544751e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.834349067856760968e-02,1.104376934932770338e-01,2.799772017765387311e-01,-5.314290490412872103e-02,0.000000000000000000e+00,1.000000000000000000e+00
9.290498123978356559e-03,1.762386704904702617e-01,1.702129163117052368e-01,2.473461785756542186e-02,1.000000000000000000e+00,0.000000000000000000e+00
4.767206766060630430e-02,1.673668177328926365e-01,3.661207768502989235e-01,-4.180328610580946735e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.028576425938915531e-02,-1.392846100806339471e-01,1.208054335200642176e-01,1.442989776355147781e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.719302248336182851e-02,-6.762238838335848934e-03,3.882399483270020379e-01,-2.665434476799482394e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.365435492149894209e-02,1.479268693318563921e-02,3.677755410700825900e-01,-3.457914913296893794e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.141854337492376019e-02,-9.851236977525440475e-02,2.678465746465906738e-01,-2.528983922970944737e-03,0.000000000000000000e+00,1.000000000000000000e+00
4.437795543946025656e-02,1.586993777257178495e-01,4.120968843224617206e-01,-4.796657618628038383e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.421894952403423965e-02,1.100921496784690312e-02,3.305467665322325832e-01,-3.190077900169922126e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.427482177234820279e-02,-1.522138706866204838e-01,2.872054680753860501e-01,6.769834954123310489e-03,1.000000000000000000e+00,0.000000000000000000e+00
1.681084242305235302e-02,4.789141864641471846e-02,2.380365970638283202e-01,-1.371279491667233563e-02,0.000000000000000000e+00,1.000000000000000000e+00
6.362200962359387639e-03,-1.321811865455377877e-01,1.473695411036069214e-01,1.372148753165894353e-02,1.000000000000000000e+00,0.000000000000000000e+00
5.782943625687753109e-02,6.217127738984515317e-02,1.538946990311122476e-01,-3.173330701927916386e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.731501510811647104e-02,2.019372855721329740e-02,4.235312435418874810e-01,-9.669101181640814280e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.899426312583283108e-02,-5.333960756235592293e-02,2.516007855817865568e-01,-1.627077236112066741e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.346004625628489132e-02,-1.318932896545197964e-01,4.274423718256564197e-01,-5.691082114986555085e-02,0.000000000000000000e+00,1.000000000000000000e+00
7.553724766126546260e-03,-1.002351610902000589e-01,3.367216016819858382e-01,-1.269216888817037425e-04,0.000000000000000000e+00,1.000000000000000000e+00
2.422643033467872589e-02,-1.512508003226289144e-01,2.913439752169217356e-01,-5.356093477848714729e-03,0.000000000000000000e+00,1.000000000000000000e+00
4.219464192394603574e-02,1.837953857847188233e-01,3.363752014462571549e-01,-2.299218087272651700e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.752221827587613356e-02,-5.170290439872929356e-02,2.861580566744880150e-01,-1.738330539853950862e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.365319026716645665e-02,-3.191383360475905095e-02,1.447301222845709945e-01,-1.267482370379665463e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.221250156070712717e-02,1.219733110128923270e-02,2.964202136039720270e-01,-1.433135439906011582e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.332241532415023855e-02,6.299668726650678452e-02,1.653059709948399569e-01,-4.840516598066704236e-03,0.000000000000000000e+00,1.000000000000000000e+00
5.341559742643697470e-03,-7.158753679654061841e-02,2.725175685679976367e-01,-6.979000691077815594e-04,0.000000000000000000e+00,1.000000000000000000e+00
2.362469948340387843e-02,1.474741053063809426e-01,2.990259895073314467e-01,-6.508984823435211287e-03,0.000000000000000000e+00,1.000000000000000000e+00
2.841564602251239746e-02,8.870057807268938443e-02,4.195276822026991481e-01,-3.981680790603862874e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.824298628111577072e-02,6.211359671463592691e-02,4.104687068874118827e-01,-4.251334933296559149e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.067040763305933240e-02,5.742231774067535488e-02,3.486497780497549992e-01,-2.552960955914531163e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.424523708373962416e-02,1.507577634753449747e-01,2.522809204846273579e-01,-1.182977648671245524e-02,0.000000000000000000e+00,1.000000000000000000e+00
6.395799982201536005e-03,-2.404056330321871493e-02,4.311629521595071735e-01,-1.045257932305488496e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.731759394164207447e-02,6.246274013340599729e-02,3.143221733265832984e-01,-3.044450808618675772e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.870941313446982224e-02,1.494245967401709452e-01,1.769600012566900638e-01,-5.072361076723354290e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.702416495786391343e-02,-5.089403898976138652e-02,3.897025406450109752e-01,-7.071154301846729884e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.959999604154610914e-02,3.828172546825339695e-02,2.897147108485962352e-01,-6.760249197418932710e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.916562088346245918e-02,1.448406760670077342e-01,3.313206515566952115e-01,-1.767386861310948909e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.671037338835965141e-02,-1.007105216472964637e-01,2.656673912016157546e-01,-5.012177863814960138e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.540045969200444592e-02,2.038128325899057347e-01,1.244590750755673464e-01,1.395931084020844357e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.265549641875742155e-02,-8.994342160942392361e-02,1.811671558487413791e-01,-1.081222077350270025e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.254638219602035143e-02,3.625146004811621858e-02,1.538652288382878208e-01,-1.871685782217602512e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.733543846081399276e-02,-1.483596989844945258e-01,2.048818183599515064e-01,7.803735667095386755e-03,1.000000000000000000e+00,0.000000000000000000e+00
4.861926319247063255e-02,-6.684327205086854073e-02,3.198225266816875356e-01,-5.773011938000528753e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.543424326109777450e-02,7.971748945392292951e-02,1.876561796197566412e-01,-2.774918793233281319e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.854011071766353214e-02,-6.851691874001533678e-02,2.763807286865457291e-01,-6.002286567652977828e-02,0.000000000000000000e+00,1.000000000000000000e+00
8.263382176935871876e-03,3.693773475367262416e-02,1.679644052102942930e-01,-4.187420040764847952e-03,0.000000000000000000e+00,1.000000000000000000e+00
2.881691110480497781e-02,-5.827349932693444423e-02,1.563627120184580832e-01,-1.462776076556228204e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.504924877140697961e-02,-1.330699834428151207e-01,4.200432529801243486e-01,-2.437945126112959354e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.106229575030069523e-02,4.015749973732685163e-02,2.247299681494768220e-01,-3.529908887928448480e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.419516263364823921e-02,9.940023561102406813e-03,1.972398017466478193e-01,-2.687978432582536353e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.636034849158797932e-02,1.821644667010885454e-02,1.706327964591074497e-01,-2.448523284410446255e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.281233523819357879e-02,1.648726125367128703e-01,1.979650308360298983e-01,1.703740100263887239e-02,1.000000000000000000e+00,0.000000000000000000e+00
5.676215207506351418e-02,1.073233524431237429e-01,4.051709674648917847e-01,-8.047520230694024668e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.287399525980087986e-02,2.102166916592906332e-01,1.441840507356355050e-01,3.099879627991401071e-02,1.000000000000000000e+00,0.000000000000000000e+00
2.662683077647660240e-02,8.093771783428260758e-02,2.101509335474696927e-01,-1.583169921212627257e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.757283163555701383e-02,8.743696895588726203e-02,3.630128268354272381e-01,-1.787142960991350976e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.168487441732767571e-02,1.887877257853784463e-01,3.149110187000854766e-01,8.325581834638922513e-03,1.000000000000000000e+00,0.000000000000000000e+00
2.583096389336645912e-02,-1.099872897663343313e-01,3.280061451301107267e-01,-2.179365565648924002e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.933325060911233323e-02,-3.215852815703787448e-02,3.859232086842450116e-01,-2.881042950423406621e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.994241997944939448e-02,-1.027994216368081776e-01,1.636549496426881189e-01,-9.033179846805771893e-03,0.000000000000000000e+00,1.000000000000000000e+00
5.081993017658063827e-02,8.989735886585381586e-02,1.453236631461305994e-01,-2.145981852530902401e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.140163733093027626e-02,-8.807352229757077489e-02,3.828614700687805739e-01,-7.096188039994841268e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.867744614334990561e-02,-1.173037587877383686e-01,3.938624621006557858e-01,-4.717420483740931980e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.539902170554494465e-02,1.106820741782860162e-02,4.023413362578852626e-01,-5.684745356547927370e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.812554715410329531e-02,1.449824664168155031e-01,2.359454960414296143e-01,-1.496228897220023418e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.273313163136556958e-02,-2.437483030286774488e-02,3.478691301036852535e-01,-4.495325175239665849e-02,0.000000000000000000e+00,1.000000000000000000e+00
8.905113165465201527e-03,2.455679527078977187e-02,3.227589833214484782e-01,-1.089378489262049499e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.060977873365676234e-02,1.706208884216328658e-01,3.141902323450727064e-01,1.577753218395757523e-02,1.000000000000000000e+00,0.000000000000000000e+00
3.132669528498279593e-02,1.287613985246191528e-01,3.963039999273956226e-01,-3.308008083376567932e-02,0.000000000000000000e+00,1.000000000000000000e+00
9.061301278411267035e-03,-1.681610980772684227e-01,3.945378445626040453e-01,1.397804980528569163e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.213444036995220063e-02,1.173410442047780888e-01,1.203382264603930912e-01,7.927972522229910501e-03,1.000000000000000000e+00,0.000000000000000000e+00
3.941747483647426581e-02,-5.554051005938376306e-02,2.763594582321748927e-01,-4.048881970509715655e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.700711694894235182e-02,-1.572220270978223755e-01,3.976091039943260852e-01,-6.594742896072651461e-02,0.000000000000000000e+00,1.000000000000000000e+00
6.911963794735210935e-03,8.333749276170132614e-02,2.995890345134645250e-01,-1.337856539620355459e-03,0.000000000000000000e+00,1.000000000000000000e+00
3.812732741714922741e-02,1.612264617056655691e-01,1.916685949065914385e-01,-3.237273140225763873e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.988692116277732319e-02,-1.737923233304133896e-01,1.594237472220388085e-01,1.114503178978449097e-02,1.000000000000000000e+00,0.000000000000000000e+00
7.172967444626554036e-03,-1.446294532922137721e-02,4.074011581637816404e-01,-1.147992419005179100e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.792046247725936098e-02,-3.857449856731726134e-03,4.173134951570882101e-01,-7.997654282431961026e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.375743471552363817e-02,7.319708033582422724e-03,3.774426289873072937e-01,-6.601010666137394067e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.638859560523032388e-02,1.101545315351436516e-01,2.723521879327926998e-01,-4.929620873244078966e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.151672492767111838e-02,-9.430837841492266393e-02,1.564133667471012124e-01,-1.708101264974911521e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.435274394482334459e-02,4.554266139375745537e-02,1.298237990009560860e-01,-2.095803285330802290e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.480578582005461483e-02,-2.495516226514901681e-02,1.357491430608190885e-01,-1.284669654841060805e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.685041853972632203e-02,1.667461392475474979e-02,2.015974691048101897e-01,-2.943776170270758288e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.912602216208175415e-02,1.378685998813957148e-01,1.676311056263369292e-01,-7.227202581904915157e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.140780438647782773e-02,6.629141996222037703e-02,2.654413467463433429e-01,-7.717859478454599381e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.595688679510469388e-02,1.860900139620395577e-01,2.204844306154357114e-01,2.055651289873758336e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.798473319419111038e-02,1.617982862539470434e-01,2.094254397169016124e-01,1.111284280517566871e-02,1.000000000000000000e+00,0.000000000000000000e+00
3.854341327656329169e-02,5.989052357295582274e-02,4.391346010448199944e-01,-6.411611083459418936e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.485865841637246498e-02,7.025266408371377835e-02,2.308980330098692191e-01,-2.725974583595417236e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.275102221678980755e-02,-1.012204277142479403e-01,2.306756716823875342e-01,-1.074685433862034717e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.843841938964480592e-02,1.412714549686028831e-01,2.789271456202761512e-01,-3.408553624589986952e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.304976184859522076e-02,1.255732428009874169e-01,3.058968537793562703e-01,-3.690650751418762809e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.266235053475960742e-02,-6.584437190670047735e-02,2.540986870510140161e-01,-8.534465271660598290e-03,0.000000000000000000e+00,1.000000000000000000e+00
4.843912660600873527e-02,-1.389662694264768017e-01,4.479931932048181187e-01,-6.748997197880111931e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.202542726697372805e-02,-3.719386392990195467e-02,2.752822643757628640e-01,-2.286945445354873069e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.063661026999515286e-02,-1.003958230861425049e-01,2.451680265921226398e-01,-1.996514783232265083e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.499617981932071034e-02,1.758540700257407718e-01,2.192661249830295533e-01,1.777203699049349772e-02,1.000000000000000000e+00,0.000000000000000000e+00
2.718041404943808900e-02,1.186750391208793998e-01,1.889176472542901664e-01,-6.455674584126934110e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.762884471243218731e-02,7.170101242725962498e-03,4.113788393563806989e-01,-2.895712435614594682e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.533529680672478135e-02,-1.234402169090490775e-01,2.204853522870473537e-01,-2.474558839932117921e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.735355468401843626e-02,-1.480081892404909727e-01,1.471747561956069927e-01,-8.357713238976022252e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.347959939587281636e-02,1.466357433756765860e-01,2.519527546366909787e-01,-3.239528830329020670e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.369331059875825846e-02,-9.144648647545752795e-02,2.879817660209051944e-01,-7.411235186906691905e-03,0.000000000000000000e+00,1.000000000000000000e+00
3.660803155582249835e-02,1.495006487343367163e-01,3.046753883621129422e-01,-2.226382095378328860e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.096413738131667190e-02,2.160256830044421372e-03,4.175537261877227957e-01,-5.171209705745757890e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.118882026087171563e-02,-1.315367257538588852e-01,4.393728307557567825e-01,-3.751217076176094345e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.654952279944648413e-02,2.141211724586709053e-01,1.565911521185665567e-01,1.669090287213665855e-02,1.000000000000000000e+00,0.000000000000000000e+00
2.780736053425999360e-02,1.066222523452656223e-01,3.064389833882532610e-01,-2.271673247613956864e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.323991720664800004e-02,-1.360502169363558278e-01,4.122700135206997518e-01,-5.279642347724536333e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.032913244232529767e-02,-1.246021872049007939e-01,3.009858445476762956e-01,-8.949419332054236662e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.198917741538307186e-02,-4.677839826381308130e-02,2.657368583361039427e-01,-1.055564681746436195e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.860718324353478087e-02,1.701084486552591479e-01,3.028139652961401307e-01,-2.993885129550452606e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.392210293142023519e-02,-1.720355815215340867e-02,2.745285640755932288e-01,-3.695438241965455506e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.862659097256115850e-02,-1.485610108816841357e-01,3.652738976305207608e-01,-5.144855982279674528e-03,0.000000000000000000e+00,1.000000000000000000e+00
2.984868154595400613e-02,8.736535564539271714e-02,4.030926797268591932e-01,-4.049443475564305089e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.979555708425861621e-02,-6.477965002181176879e-02,3.087467155650276407e-01,-4.495058711843324256e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.858144426959070297e-02,-4.849726253711339474e-02,3.584147905141673585e-01,-2.428747334775040526e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.493441334613804933e-02,9.094754467074966930e-02,1.634495621734744497e-01,-1.492637409337823837e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.948138878545221331e-02,-5.615107902958996200e-02,2.687603163427304542e-01,-6.079200378974505131e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.514396593239323782e-02,-1.649424236007608902e-01,1.770631198668878581e-01,1.648025168270320084e-02,1.000000000000000000e+00,0.000000000000000000e+00
2.338458131729976089e-02,-1.513301767843197865e-01,1.745512555053707060e-01,6.573590291965043103e-03,1.000000000000000000e+00,0.000000000000000000e+00
2.690904928328658602e-02,-1.613020611253216663e-01,4.001200908567831283e-01,-1.704905005311612917e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.236377915636181157e-02,9.803770442647224970e-02,3.634839201703140010e-01,-6.652217540153554376e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.030285883234288560e-02,5.004377306533042136e-02,1.544633104105204713e-01,-1.003980792155033386e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.718900176427557228e-02,6.441656341006879449e-02,2.294693691893187060e-01,-1.162790392580619406e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.196756019877170778e-02,-1.250345808305079742e-01,2.258008042588954267e-01,4.824507531863239662e-03,1.000000000000000000e+00,0.000000000000000000e+00
4.683270777672141061e-02,-1.339956539388695855e-01,3.328556657123891149e-01,-4.439929322203225309e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.608506232327876595e-02,-1.334026474041438703e-02,1.539147357219029510e-01,-2.203812866063905099e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.018533335431433956e-02,1.625682519434780704e-01,1.919525868722953832e-01,1.860803219788891710e-02,1.000000000000000000e+00,0.000000000000000000e+00
3.002216562753514534e-02,-1.713976409930416112e-01,2.794475867807407754e-01,-4.181335600206025072e-03,0.000000000000000000e+00,0.000000000000000000e+00
5.936447763127451760e-02,3.386517261239077592e-02,3.473653436499624103e-01,-8.133779877588569185e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.576895635178544253e-02,1.546044329661627192e-01,3.835638830131588017e-01,-6.166129910674006398e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.593111225777298467e-02,1.472056198301343599e-01,1.748209390598599311e-01,-3.456548635902421257e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.793508811193980645e-02,-3.906229265398525330e-02,1.668980310487538921e-01,-1.044746086288907659e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.739385088428583831e-02,1.102971073076651765e-01,4.326654542690103744e-01,-5.255065803843006478e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.319873635665990252e-02,1.355024952696257112e-01,2.731515953162239607e-01,-1.791222496892256807e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.834890623392689074e-02,-6.748265503256412057e-03,2.335366169621352073e-01,-5.446088557394607177e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.827225291551341342e-03,1.916706711295774190e-01,2.817179786824138277e-01,3.017110964941108892e-02,1.000000000000000000e+00,0.000000000000000000e+00
2.212405729447058933e-02,1.629298993674347940e-01,4.319377406044699885e-01,-1.167870917522744606e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.717314408297711106e-02,7.909314868917938224e-03,2.577080640305672299e-01,-2.794839615929509136e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.516702001829431268e-02,-1.387386947464818443e-01,3.670804470252539420e-01,-4.707129417649880132e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.620559032716384934e-02,1.736458006830320921e-01,1.644704159423166778e-01,-2.449465450243826226e-04,0.000000000000000000e+00,0.000000000000000000e+00
4.538075675345779048e-02,4.099990356833144167e-03,4.498693713355503832e-01,-8.164484012471223684e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.628877499562452313e-02,-8.661741152330622306e-02,4.101961561726092942e-01,-5.203948808267372383e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.534252564862730428e-02,-1.589449435672981858e-01,1.992243270498365582e-01,-2.900868468745848583e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.096395072513058261e-02,1.755769106759888509e-02,1.415314384209651610e-01,-1.155995988883062528e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.278756614116932727e-02,-2.540201086787127749e-02,1.789169673293769802e-01,-3.713310283057622702e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.847820509589914575e-02,-2.336420048057155641e-02,3.074289988760748882e-01,-3.447421846558289260e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.466452999961714701e-02,2.138981412182838215e-01,4.356245829135543812e-01,2.774512441268611740e-03,1.000000000000000000e+00,0.000000000000000000e+00
4.873189232969959983e-02,1.161971802709665935e-01,4.052378719075958036e-01,-6.549024866394671796e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.486084233704633328e-02,1.747089528447107187e-01,1.968829602939283774e-01,-4.806123558292147574e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.252033439298130671e-02,-4.895559541072180831e-03,3.900467925573060657e-01,-3.511197028598119635e-02,0.000000000000000000e+00,1.000000000000000000e+00
6.302839254088910687e-03,-8.312719400148288473e-02,3.201355345082243509e-01,-1.160920871548514095e-03,0.000000000000000000e+00,1.000000000000000000e+00
5.461070895125290023e-03,-1.672315387097613737e-01,2.269461706997046857e-01,2.300891102896124307e-02,1.000000000000000000e+00,0.000000000000000000e+00
5.179542500516081532e-02,2.068095073426756136e-01,1.280115551936388263e-01,1.624852070001570406e-02,1.000000000000000000e+00,0.000000000000000000e+00
1.330756188410119403e-02,2.043246069713153257e-01,3.800865396967946230e-01,2.151644442066656324e-02,1.000000000000000000e+00,0.000000000000000000e+00
3.813450738854969047e-02,1.125787605370038302e-01,3.263955783195171545e-01,-3.711376104801425435e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.749024085641228937e-02,-1.746153020914863463e-01,2.568602659191837612e-01,-8.028509218508193823e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.739444930508018961e-02,7.111459399305292139e-02,3.482421736659448985e-01,-1.917263786409608220e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.950717455504625955e-02,-1.534256603052011614e-01,3.159034548745230930e-01,-1.374624030201194655e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.804626718673394400e-02,1.479697337657536749e-01,4.097516293885895000e-01,-2.407297260141984252e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.264893651652530510e-02,1.562284960446037041e-01,1.794496386105065566e-01,9.719835407274099448e-04,1.000000000000000000e+00,0.000000000000000000e+00
5.213621772458237880e-02,8.388357140889002306e-02,1.986382090420961144e-01,-3.438852610784896846e-02,0.000000000000000000e+00,1.000000000000000000e+00
5.537843929648819663e-02,-1.581172688011927008e-01,1.424473146034477555e-01,-6.552969165710523930e-03,0.000000000000000000e+00,0.000000000000000000e+00
9.761352589120222273e-03,-1.636321130311444161e-01,4.125615188054429505e-01,1.066683461598569652e-02,1.000000000000000000e+00,0.000000000000000000e+00
2.859954843540600533e-02,-3.579803611784129758e-02,3.413980866478683041e-01,-3.777382506946831697e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.119953124865352548e-02,1.598319887941527795e-01,2.394304301663612855e-01,5.243013097132851602e-03,1.000000000000000000e+00,0.000000000000000000e+00
4.833169899812823911e-02,1.413337965484401937e-01,2.737310422002854904e-01,-3.294430330547666597e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.402163435527068791e-02,-1.446358813342085714e-01,4.369666912470736020e-01,-2.106707816095538394e-02,0.000000000000000000e+00,1.000000000000000000e+00
